Freq.	V(n003)
2.79254384123712e+01	(-1.43285088499313e-04dB,-3.27805605062528e-01°)
2.79898131963415e+01	(-1.43946454321134e-04dB,-3.28561261553396e-01°)
2.80543363795150e+01	(-1.44610872803443e-04dB,-3.29318659918999e-01°)
2.81190083039873e+01	(-1.45278358018644e-04dB,-3.30077804174125e-01°)
2.81838293126424e+01	(-1.45948924134615e-04dB,-3.30838698342814e-01°)
2.82487997491549e+01	(-1.46622585362640e-04dB,-3.31601346458377e-01°)
2.83139199579916e+01	(-1.47299355992122e-04dB,-3.32365752563418e-01°)
2.83791902844134e+01	(-1.47979250372259e-04dB,-3.33131920709856e-01°)
2.84446110744770e+01	(-1.48662282926515e-04dB,-3.33899854958946e-01°)
2.85101826750369e+01	(-1.49348468131397e-04dB,-3.34669559381301e-01°)
2.85759054337473e+01	(-1.50037820545392e-04dB,-3.35441038056911e-01°)
2.86417796990636e+01	(-1.50730354788712e-04dB,-3.36214295075169e-01°)
2.87078058202447e+01	(-1.51426085541367e-04dB,-3.36989334534889e-01°)
2.87739841473545e+01	(-1.52125027554736e-04dB,-3.37766160544331e-01°)
2.88403150312638e+01	(-1.52827195655425e-04dB,-3.38544777221217e-01°)
2.89067988236525e+01	(-1.53532604734661e-04dB,-3.39325188692759e-01°)
2.89734358770110e+01	(-1.54241269745396e-04dB,-3.40107399095679e-01°)
2.90402265446423e+01	(-1.54953205718703e-04dB,-3.40891412576228e-01°)
2.91071711806638e+01	(-1.55668427754133e-04dB,-3.41677233290212e-01°)
2.91742701400094e+01	(-1.56386951021640e-04dB,-3.42464865403011e-01°)
2.92415237784311e+01	(-1.57108790749051e-04dB,-3.43254313089603e-01°)
2.93089324525009e+01	(-1.57833962250026e-04dB,-3.44045580534584e-01°)
2.93764965196130e+01	(-1.58562480896096e-04dB,-3.44838671932193e-01°)
2.94442163379853e+01	(-1.59294362143663e-04dB,-3.45633591486333e-01°)
2.95120922666616e+01	(-1.60029621511820e-04dB,-3.46430343410589e-01°)
2.95801246655132e+01	(-1.60768274584282e-04dB,-3.47228931928259e-01°)
2.96483138952411e+01	(-1.61510337033490e-04dB,-3.48029361272370e-01°)
2.97166603173779e+01	(-1.62255824596509e-04dB,-3.48831635685699e-01°)
2.97851642942896e+01	(-1.63004753076951e-04dB,-3.49635759420801e-01°)
2.98538261891773e+01	(-1.63757138357515e-04dB,-3.50441736740029e-01°)
2.99226463660796e+01	(-1.64512996396127e-04dB,-3.51249571915557e-01°)
2.99916251898742e+01	(-1.65272343216301e-04dB,-3.52059269229398e-01°)
3.00607630262800e+01	(-1.66035194922563e-04dB,-3.52870832973435e-01°)
3.01300602418589e+01	(-1.66801567692740e-04dB,-3.53684267449438e-01°)
3.01995172040178e+01	(-1.67571477780853e-04dB,-3.54499576969087e-01°)
3.02691342810107e+01	(-1.68344941512296e-04dB,-3.55316765853996e-01°)
3.03389118419403e+01	(-1.69121975281902e-04dB,-3.56135838435738e-01°)
3.04088502567604e+01	(-1.69902595575167e-04dB,-3.56956799055863e-01°)
3.04789498962774e+01	(-1.70686818948956e-04dB,-3.57779652065924e-01°)
3.05492111321527e+01	(-1.71474662024758e-04dB,-3.58604401827502e-01°)
3.06196343369044e+01	(-1.72266141512791e-04dB,-3.59431052712224e-01°)
3.06902198839092e+01	(-1.73061274193681e-04dB,-3.60259609101791e-01°)
3.07609681474047e+01	(-1.73860076933893e-04dB,-3.61090075387996e-01°)
3.08318795024911e+01	(-1.74662566674155e-04dB,-3.61922455972754e-01°)
3.09029543251335e+01	(-1.75468760422712e-04dB,-3.62756755268119e-01°)
3.09741929921634e+01	(-1.76278675282326e-04dB,-3.63592977696311e-01°)
3.10455958812811e+01	(-1.77092328432919e-04dB,-3.64431127689738e-01°)
3.11171633710577e+01	(-1.77909737118067e-04dB,-3.65271209691018e-01°)
3.11888958409369e+01	(-1.78730918673940e-04dB,-3.66113228153008e-01°)
3.12607936712371e+01	(-1.79555890519649e-04dB,-3.66957187538821e-01°)
3.13328572431534e+01	(-1.80384670146646e-04dB,-3.67803092321852e-01°)
3.14050869387597e+01	(-1.81217275126433e-04dB,-3.68650946985805e-01°)
3.14774831410107e+01	(-1.82053723116353e-04dB,-3.69500756024710e-01°)
3.15500462337438e+01	(-1.82894031855727e-04dB,-3.70352523942952e-01°)
3.16227766016813e+01	(-1.83738219169719e-04dB,-3.71206255255295e-01°)
3.16956746304324e+01	(-1.84586302942328e-04dB,-3.72061954486902e-01°)
3.17687407064952e+01	(-1.85438301178108e-04dB,-3.72919626173363e-01°)
3.18419752172587e+01	(-1.86294231928881e-04dB,-3.73779274860715e-01°)
3.19153785510051e+01	(-1.87154113355451e-04dB,-3.74640905105470e-01°)
3.19889510969114e+01	(-1.88017963685174e-04dB,-3.75504521474637e-01°)
3.20626932450521e+01	(-1.88885801237999e-04dB,-3.76370128545745e-01°)
3.21366053864006e+01	(-1.89757644416818e-04dB,-3.77237730906870e-01°)
3.22106879128318e+01	(-1.90633511719045e-04dB,-3.78107333156658e-01°)
3.22849412171238e+01	(-1.91513421698037e-04dB,-3.78978939904349e-01°)
3.23593656929602e+01	(-1.92397393035426e-04dB,-3.79852555769801e-01°)
3.24339617349323e+01	(-1.93285444461070e-04dB,-3.80728185383515e-01°)
3.25087297385408e+01	(-1.94177594808029e-04dB,-3.81605833386662e-01°)
3.25836701001983e+01	(-1.95073862997133e-04dB,-3.82485504431101e-01°)
3.26587832172310e+01	(-1.95974268039871e-04dB,-3.83367203179410e-01°)
3.27340694878812e+01	(-1.96878829022003e-04dB,-3.84250934304909e-01°)
3.28095293113093e+01	(-1.97787565127667e-04dB,-3.85136702491683e-01°)
3.28851630875957e+01	(-1.98700495624912e-04dB,-3.86024512434607e-01°)
3.29609712177431e+01	(-1.99617639880166e-04dB,-3.86914368839374e-01°)
3.30369541036788e+01	(-2.00539017331232e-04dB,-3.87806276422514e-01°)
3.31131121482565e+01	(-2.01464647525864e-04dB,-3.88700239911427e-01°)
3.31894457552584e+01	(-2.02394550092836e-04dB,-3.89596264044399e-01°)
3.32659553293978e+01	(-2.03328744739049e-04dB,-3.90494353570634e-01°)
3.33426412763208e+01	(-2.04267251283283e-04dB,-3.91394513250276e-01°)
3.34195040026087e+01	(-2.05210089633054e-04dB,-3.92296747854436e-01°)
3.34965439157801e+01	(-2.06157279767254e-04dB,-3.93201062165213e-01°)
3.35737614242928e+01	(-2.07108841785335e-04dB,-3.94107460975726e-01°)
3.36511569375464e+01	(-2.08064795853305e-04dB,-3.95015949090132e-01°)
3.37287308658842e+01	(-2.09025162253872e-04dB,-3.95926531323658e-01°)
3.38064836205954e+01	(-2.09989961339194e-04dB,-3.96839212502623e-01°)
3.38844156139175e+01	(-2.10959213579096e-04dB,-3.97753997464462e-01°)
3.39625272590381e+01	(-2.11932939524425e-04dB,-3.98670891057756e-01°)
3.40408189700973e+01	(-2.12911159820548e-04dB,-3.99589898142253e-01°)
3.41192911621901e+01	(-2.13893895213144e-04dB,-4.00511023588899e-01°)
3.41979442513681e+01	(-2.14881166544341e-04dB,-4.01434272279856e-01°)
3.42767786546423e+01	(-2.15872994741147e-04dB,-4.02359649108538e-01°)
3.43557947899847e+01	(-2.16869400843418e-04dB,-4.03287158979628e-01°)
3.44349930763311e+01	(-2.17870405973958e-04dB,-4.04216806809107e-01°)
3.45143739335828e+01	(-2.18876031363597e-04dB,-4.05148597524281e-01°)
3.45939377826094e+01	(-2.19886298339618e-04dB,-4.06082536063808e-01°)
3.46736850452504e+01	(-2.20901228319969e-04dB,-4.07018627377719e-01°)
3.47536161443178e+01	(-2.21920842826767e-04dB,-4.07956876427451e-01°)
3.48337315035984e+01	(-2.22945163483401e-04dB,-4.08897288185869e-01°)
3.49140315478558e+01	(-2.23974212006823e-04dB,-4.09839867637290e-01°)
3.49945167028329e+01	(-2.25008010217188e-04dB,-4.10784619777517e-01°)
3.50751873952540e+01	(-2.26046580048461e-04dB,-4.11731549613857e-01°)
3.51560440528270e+01	(-2.27089943513704e-04dB,-4.12680662165155e-01°)
3.52370871042459e+01	(-2.28138122738827e-04dB,-4.13631962461814e-01°)
3.53183169791928e+01	(-2.29191139953907e-04dB,-4.14585455545825e-01°)
3.53997341083406e+01	(-2.30249017482583e-04dB,-4.15541146470794e-01°)
3.54813389233547e+01	(-2.31311777760380e-04dB,-4.16499040301967e-01°)
3.55631318568956e+01	(-2.32379443327953e-04dB,-4.17459142116259e-01°)
3.56451133426215e+01	(-2.33452036815663e-04dB,-4.18421457002277e-01°)
3.57272838151900e+01	(-2.34529580976364e-04dB,-4.19385990060351e-01°)
3.58096437102607e+01	(-2.35612098650686e-04dB,-4.20352746402559e-01°)
3.58921934644976e+01	(-2.36699612804644e-04dB,-4.21321731152755e-01°)
3.59749335155713e+01	(-2.37792146492028e-04dB,-4.22292949446593e-01°)
3.60578643021613e+01	(-2.38889722882375e-04dB,-4.23266406431559e-01°)
3.61409862639584e+01	(-2.39992365246494e-04dB,-4.24242107266996e-01°)
3.62242998416669e+01	(-2.41100096965157e-04dB,-4.25220057124127e-01°)
3.63078054770072e+01	(-2.42212941536803e-04dB,-4.26200261186091e-01°)
3.63915036127177e+01	(-2.43330922551508e-04dB,-4.27182724647964e-01°)
3.64753946925578e+01	(-2.44454063718950e-04dB,-4.28167452716787e-01°)
3.65594791613095e+01	(-2.45582388854905e-04dB,-4.29154450611596e-01°)
3.66437574647803e+01	(-2.46715921884146e-04dB,-4.30143723563449e-01°)
3.67282300498055e+01	(-2.47854686848152e-04dB,-4.31135276815450e-01°)
3.68128973642501e+01	(-2.48998707885825e-04dB,-4.32129115622783e-01°)
3.68977598570120e+01	(-2.50148009257597e-04dB,-4.33125245252733e-01°)
3.69828179780236e+01	(-2.51302615344469e-04dB,-4.34123670984721e-01°)
3.70680721782546e+01	(-2.52462550619077e-04dB,-4.35124398110326e-01°)
3.71535229097142e+01	(-2.53627839681374e-04dB,-4.36127431933313e-01°)
3.72391706254538e+01	(-2.54798507239345e-04dB,-4.37132777769668e-01°)
3.73250157795690e+01	(-2.55974578125401e-04dB,-4.38140440947617e-01°)
3.74110588272023e+01	(-2.57156077261660e-04dB,-4.39150426807661e-01°)
3.74973002245453e+01	(-2.58343029714918e-04dB,-4.40162740702599e-01°)
3.75837404288413e+01	(-2.59535460655180e-04dB,-4.41177387997561e-01°)
3.76703798983878e+01	(-2.60733395358557e-04dB,-4.42194374070033e-01°)
3.77572190925385e+01	(-2.61936859232333e-04dB,-4.43213704309887e-01°)
3.78442584717062e+01	(-2.63145877796650e-04dB,-4.44235384119411e-01°)
3.79314984973651e+01	(-2.64360476686431e-04dB,-4.45259418913331e-01°)
3.80189396320530e+01	(-2.65580681650419e-04dB,-4.46285814118849e-01°)
3.81065823393741e+01	(-2.66806518583000e-04dB,-4.47314575175663e-01°)
3.81944270840015e+01	(-2.68038013452841e-04dB,-4.48345707536004e-01°)
3.82824743316791e+01	(-2.69275192393540e-04dB,-4.49379216664655e-01°)
3.83707245492247e+01	(-2.70518081623585e-04dB,-4.50415108038991e-01°)
3.84591782045322e+01	(-2.71766707508071e-04dB,-4.51453387148998e-01°)
3.85478357665740e+01	(-2.73021096522059e-04dB,-4.52494059497307e-01°)
3.86366977054037e+01	(-2.74281275265036e-04dB,-4.53537130599226e-01°)
3.87257644921585e+01	(-2.75547270449347e-04dB,-4.54582605982759e-01°)
3.88150365990616e+01	(-2.76819108934912e-04dB,-4.55630491188648e-01°)
3.89045144994248e+01	(-2.78096817682935e-04dB,-4.56680791770391e-01°)
3.89941986676511e+01	(-2.79380423782907e-04dB,-4.57733513294280e-01°)
3.90840895792369e+01	(-2.80669954461287e-04dB,-4.58788661339425e-01°)
3.91741877107750e+01	(-2.81965437054499e-04dB,-4.59846241497784e-01°)
3.92644935399567e+01	(-2.83266899038827e-04dB,-4.60906259374195e-01°)
3.93550075455745e+01	(-2.84574368008236e-04dB,-4.61968720586405e-01°)
3.94457302075245e+01	(-2.85887871688837e-04dB,-4.63033630765098e-01°)
3.95366620068095e+01	(-2.87207437933101e-04dB,-4.64100995553924e-01°)
3.96278034255406e+01	(-2.88533094712146e-04dB,-4.65170820609534e-01°)
3.97191549469407e+01	(-2.89864870153346e-04dB,-4.66243111601605e-01°)
3.98107170553464e+01	(-2.91202792479575e-04dB,-4.67317874212870e-01°)
3.99024902362108e+01	(-2.92546890070929e-04dB,-4.68395114139150e-01°)
3.99944749761064e+01	(-2.93897191428081e-04dB,-4.69474837089383e-01°)
4.00866717627269e+01	(-2.95253725179029e-04dB,-4.70557048785657e-01°)
4.01790810848906e+01	(-2.96616520089706e-04dB,-4.71641754963235e-01°)
4.02717034325425e+01	(-2.97985605060124e-04dB,-4.72728961370590e-01°)
4.03645392967571e+01	(-2.99361009115691e-04dB,-4.73818673769431e-01°)
4.04575891697408e+01	(-3.00742761432291e-04dB,-4.74910897934737e-01°)
4.05508535448350e+01	(-3.02130891289988e-04dB,-4.76005639654788e-01°)
4.06443329165178e+01	(-3.03525428137644e-04dB,-4.77102904731193e-01°)
4.07380277804078e+01	(-3.04926401544698e-04dB,-4.78202698978919e-01°)
4.08319386332658e+01	(-3.06333841212742e-04dB,-4.79305028226328e-01°)
4.09260659729976e+01	(-3.07747776989018e-04dB,-4.80409898315202e-01°)
4.10204102986572e+01	(-3.09168238853885e-04dB,-4.81517315100776e-01°)
4.11149721104487e+01	(-3.10595256927567e-04dB,-4.82627284451769e-01°)
4.12097519097295e+01	(-3.12028861466301e-04dB,-4.83739812250415e-01°)
4.13047501990126e+01	(-3.13469082874867e-04dB,-4.84854904392494e-01°)
4.13999674819695e+01	(-3.14915951687308e-04dB,-4.85972566787361e-01°)
4.14954042634328e+01	(-3.16369498584284e-04dB,-4.87092805357983e-01°)
4.15910610493987e+01	(-3.17829754385359e-04dB,-4.88215626040963e-01°)
4.16869383470300e+01	(-3.19296750057681e-04dB,-4.89341034786575e-01°)
4.17830366646586e+01	(-3.20770516705375e-04dB,-4.90469037558798e-01°)
4.18793565117883e+01	(-3.22251085583043e-04dB,-4.91599640335341e-01°)
4.19758983990972e+01	(-3.23738488075512e-04dB,-4.92732849107682e-01°)
4.20726628384408e+01	(-3.25232755726768e-04dB,-4.93868669881092e-01°)
4.21696503428546e+01	(-3.26733920222596e-04dB,-4.95007108674674e-01°)
4.22668614265567e+01	(-3.28242013393475e-04dB,-4.96148171521388e-01°)
4.23642966049505e+01	(-3.29757067218432e-04dB,-4.97291864468090e-01°)
4.24619563946276e+01	(-3.31279113821191e-04dB,-4.98438193575556e-01°)
4.25598413133707e+01	(-3.32808185476918e-04dB,-4.99587164918521e-01°)
4.26579518801556e+01	(-3.34344314601617e-04dB,-5.00738784585708e-01°)
4.27562886151549e+01	(-3.35887533778166e-04dB,-5.01893058679859e-01°)
4.28548520397403e+01	(-3.37437875717747e-04dB,-5.03049993317769e-01°)
4.29536426764850e+01	(-3.38995373298414e-04dB,-5.04209594630319e-01°)
4.30526610491674e+01	(-3.40560059549671e-04dB,-5.05371868762503e-01°)
4.31519076827728e+01	(-3.42131967641859e-04dB,-5.06536821873471e-01°)
4.32513831034971e+01	(-3.43711130908339e-04dB,-5.07704460136550e-01°)
4.33510878387492e+01	(-3.45297582838741e-04dB,-5.08874789739284e-01°)
4.34510224171534e+01	(-3.46891357068360e-04dB,-5.10047816883463e-01°)
4.35511873685531e+01	(-3.48492487391651e-04dB,-5.11223547785159e-01°)
4.36515832240128e+01	(-3.50101007751627e-04dB,-5.12401988674754e-01°)
4.37522105158214e+01	(-3.51716952268788e-04dB,-5.13583145796978e-01°)
4.38530697774948e+01	(-3.53340355196759e-04dB,-5.14767025410940e-01°)
4.39541615437787e+01	(-3.54971250956050e-04dB,-5.15953633790158e-01°)
4.40554863506515e+01	(-3.56609674135010e-04dB,-5.17142977222598e-01°)
4.41570447353274e+01	(-3.58255659476338e-04dB,-5.18335062010702e-01°)
4.42588372362588e+01	(-3.59909241871287e-04dB,-5.19529894471424e-01°)
4.43608643931394e+01	(-3.61570456390532e-04dB,-5.20727480936263e-01°)
4.44631267469070e+01	(-3.63239338258128e-04dB,-5.21927827751294e-01°)
4.45656248397465e+01	(-3.64915922854406e-04dB,-5.23130941277206e-01°)
4.46683592150924e+01	(-3.66600245731399e-04dB,-5.24336827889332e-01°)
4.47713304176324e+01	(-3.68292342605136e-04dB,-5.25545493977683e-01°)
4.48745389933093e+01	(-3.69992249354668e-04dB,-5.26756945946985e-01°)
4.49779854893249e+01	(-3.71700002023041e-04dB,-5.27971190216705e-01°)
4.50816704541421e+01	(-3.73415636819221e-04dB,-5.29188233221095e-01°)
4.51855944374883e+01	(-3.75139190119060e-04dB,-5.30408081409220e-01°)
4.52897579903581e+01	(-3.76870698474939e-04dB,-5.31630741244991e-01°)
4.53941616650164e+01	(-3.78610198592626e-04dB,-5.32856219207203e-01°)
4.54988060150009e+01	(-3.80357727365992e-04dB,-5.34084521789567e-01°)
4.56036915951256e+01	(-3.82113321837472e-04dB,-5.35315655500744e-01°)
4.57088189614835e+01	(-3.83877019240501e-04dB,-5.36549626864380e-01°)
4.58141886714494e+01	(-3.85648856967685e-04dB,-5.37786442419141e-01°)
4.59198012836829e+01	(-3.87428872588166e-04dB,-5.39026108718745e-01°)
4.60256573581316e+01	(-3.89217103843759e-04dB,-5.40268632332000e-01°)
4.61317574560339e+01	(-3.91013588654745e-04dB,-5.41514019842837e-01°)
4.62381021399220e+01	(-3.92818365105401e-04dB,-5.42762277850344e-01°)
4.63446919736248e+01	(-3.94631471472934e-04dB,-5.44013412968803e-01°)
4.64515275222709e+01	(-3.96452946194693e-04dB,-5.45267431827720e-01°)
4.65586093522918e+01	(-3.98282827899029e-04dB,-5.46524341071866e-01°)
4.66659380314248e+01	(-4.00121155376363e-04dB,-5.47784147361311e-01°)
4.67735141287157e+01	(-4.01967967608120e-04dB,-5.49046857371454e-01°)
4.68813382145224e+01	(-4.03823303753228e-04dB,-5.50312477793063e-01°)
4.69894108605174e+01	(-4.05687203150046e-04dB,-5.51581015332310e-01°)
4.70977326396912e+01	(-4.07559705325046e-04dB,-5.52852476710804e-01°)
4.72063041263549e+01	(-4.09440849976415e-04dB,-5.54126868665630e-01°)
4.73151258961439e+01	(-4.11330676990457e-04dB,-5.55404197949380e-01°)
4.74241985260203e+01	(-4.13229226439656e-04dB,-5.56684471330191e-01°)
4.75335225942763e+01	(-4.15136538576899e-04dB,-5.57967695591783e-01°)
4.76430986805374e+01	(-4.17052653839329e-04dB,-5.59253877533491e-01°)
4.77529273657649e+01	(-4.18977612864739e-04dB,-5.60543023970301e-01°)
4.78630092322596e+01	(-4.20911456463613e-04dB,-5.61835141732889e-01°)
4.79733448636647e+01	(-4.22854225636474e-04dB,-5.63130237667654e-01°)
4.80839348449686e+01	(-4.24805961580646e-04dB,-5.64428318636758e-01°)
4.81947797625085e+01	(-4.26766705675784e-04dB,-5.65729391518155e-01°)
4.83058802039730e+01	(-4.28736499494481e-04dB,-5.67033463205635e-01°)
4.84172367584057e+01	(-4.30715384805166e-04dB,-5.68340540608857e-01°)
4.85288500162078e+01	(-4.32703403567281e-04dB,-5.69650630653384e-01°)
4.86407205691419e+01	(-4.34700597921637e-04dB,-5.70963740280722e-01°)
4.87528490103343e+01	(-4.36707010233813e-04dB,-5.72279876448355e-01°)
4.88652359342790e+01	(-4.38722683026649e-04dB,-5.73599046129784e-01°)
4.89778819368403e+01	(-4.40747659052575e-04dB,-5.74921256314559e-01°)
4.90907876152560e+01	(-4.42781981241538e-04dB,-5.76246514008322e-01°)
4.92039535681407e+01	(-4.44825692725108e-04dB,-5.77574826232839e-01°)
4.93173803954892e+01	(-4.46878836841305e-04dB,-5.78906200026038e-01°)
4.94310686986791e+01	(-4.48941457110485e-04dB,-5.80240642442050e-01°)
4.95450190804746e+01	(-4.51013597278743e-04dB,-5.81578160551240e-01°)
4.96592321450292e+01	(-4.53095301277406e-04dB,-5.82918761440250e-01°)
4.97737084978892e+01	(-4.55186613240396e-04dB,-5.84262452212030e-01°)
4.98884487459968e+01	(-4.57287577517726e-04dB,-5.85609239985883e-01°)
5.00034534976934e+01	(-4.59398238641755e-04dB,-5.86959131897496e-01°)
5.01187233627228e+01	(-4.61518641377334e-04dB,-5.88312135098983e-01°)
5.02342589522342e+01	(-4.63648830673582e-04dB,-5.89668256758916e-01°)
5.03500608787860e+01	(-4.65788851702471e-04dB,-5.91027504062371e-01°)
5.04661297563483e+01	(-4.67938749835675e-04dB,-5.92389884210957e-01°)
5.05824662003069e+01	(-4.70098570654219e-04dB,-5.93755404422863e-01°)
5.06990708274659e+01	(-4.72268359960047e-04dB,-5.95124071932889e-01°)
5.08159442560515e+01	(-4.74448163744205e-04dB,-5.96495893992486e-01°)
5.09330871057150e+01	(-4.76638028237948e-04dB,-5.97870877869797e-01°)
5.10504999975361e+01	(-4.78837999868382e-04dB,-5.99249030849692e-01°)
5.11681835540262e+01	(-4.81048125273896e-04dB,-6.00630360233808e-01°)
5.12861383991319e+01	(-4.83268451316698e-04dB,-6.02014873340586e-01°)
5.14043651582380e+01	(-4.85499025078957e-04dB,-6.03402577505311e-01°)
5.15228644581710e+01	(-4.87739893843520e-04dB,-6.04793480080152e-01°)
5.16416369272025e+01	(-4.89991105137307e-04dB,-6.06187588434194e-01°)
5.17606831950521e+01	(-4.92252706675378e-04dB,-6.07584909953488e-01°)
5.18800038928915e+01	(-4.94524746425549e-04dB,-6.08985452041080e-01°)
5.19995996533469e+01	(-4.96807272540886e-04dB,-6.10389222117053e-01°)
5.21194711105034e+01	(-4.99100333431066e-04dB,-6.11796227618569e-01°)
5.22396188999073e+01	(-5.01403977710308e-04dB,-6.13206475999905e-01°)
5.23600436585703e+01	(-5.03718254220515e-04dB,-6.14619974732491e-01°)
5.24807460249725e+01	(-5.06043212023558e-04dB,-6.16036731304956e-01°)
5.26017266390659e+01	(-5.08378900425392e-04dB,-6.17456753223159e-01°)
5.27229861422775e+01	(-5.10725368932655e-04dB,-6.18880048010234e-01°)
5.28445251775133e+01	(-5.13082667314392e-04dB,-6.20306623206627e-01°)
5.29663443891610e+01	(-5.15450845533582e-04dB,-6.21736486370139e-01°)
5.30884444230940e+01	(-5.17829953805006e-04dB,-6.23169645075961e-01°)
5.32108259266746e+01	(-5.20220042572098e-04dB,-6.24606106916718e-01°)
5.33334895487573e+01	(-5.22621162511772e-04dB,-6.26045879502507e-01°)
5.34564359396923e+01	(-5.25033364535386e-04dB,-6.27488970460937e-01°)
5.35796657513293e+01	(-5.27456699776205e-04dB,-6.28935387437171e-01°)
5.37031796370204e+01	(-5.29891219621226e-04dB,-6.30385138093963e-01°)
5.38269782516240e+01	(-5.32336975678394e-04dB,-6.31838230111702e-01°)
5.39510622515079e+01	(-5.34794019813244e-04dB,-6.33294671188449e-01°)
5.40754322945532e+01	(-5.37262404116117e-04dB,-6.34754469039981e-01°)
5.42000890401575e+01	(-5.39742180920485e-04dB,-6.36217631399828e-01°)
5.43250331492384e+01	(-5.42233402802946e-04dB,-6.37684166019318e-01°)
5.44502652842372e+01	(-5.44736122576483e-04dB,-6.39154080667612e-01°)
5.45757861091221e+01	(-5.47250393308780e-04dB,-6.40627383131751e-01°)
5.47015962893922e+01	(-5.49776268302941e-04dB,-6.42104081216692e-01°)
5.48276964920804e+01	(-5.52313801120635e-04dB,-6.43584182745353e-01°)
5.49540873857574e+01	(-5.54863045553165e-04dB,-6.45067695558653e-01°)
5.50807696405353e+01	(-5.57424055648470e-04dB,-6.46554627515550e-01°)
5.52077439280707e+01	(-5.59996885706308e-04dB,-6.48044986493088e-01°)
5.53350109215686e+01	(-5.62581590276326e-04dB,-6.49538780386433e-01°)
5.54625712957860e+01	(-5.65178224159026e-04dB,-6.51036017108918e-01°)
5.55904257270353e+01	(-5.67786842399979e-04dB,-6.52536704592084e-01°)
5.57185748931879e+01	(-5.70407500312972e-04dB,-6.54040850785723e-01°)
5.58470194736780e+01	(-5.73040253457831e-04dB,-6.55548463657915e-01°)
5.59757601495059e+01	(-5.75685157657775e-04dB,-6.57059551195075e-01°)
5.61047976032419e+01	(-5.78342268973385e-04dB,-6.58574121401993e-01°)
5.62341325190297e+01	(-5.81011643754678e-04dB,-6.60092182301877e-01°)
5.63637655825903e+01	(-5.83693338586140e-04dB,-6.61613741936394e-01°)
5.64936974812251e+01	(-5.86387410334945e-04dB,-6.63138808365712e-01°)
5.66239289038201e+01	(-5.89093916101775e-04dB,-6.64667389668544e-01°)
5.67544605408495e+01	(-5.91812913285433e-04dB,-6.66199493942190e-01°)
5.68852930843789e+01	(-5.94544459523053e-04dB,-6.67735129302580e-01°)
5.70164272280695e+01	(-5.97288612724819e-04dB,-6.69274303884313e-01°)
5.71478636671814e+01	(-6.00045431077824e-04dB,-6.70817025840706e-01°)
5.72796030985776e+01	(-6.02814973020997e-04dB,-6.72363303343833e-01°)
5.74116462207274e+01	(-6.05597297275002e-04dB,-6.73913144584568e-01°)
5.75439937337104e+01	(-6.08392462830662e-04dB,-6.75466557772628e-01°)
5.76766463392197e+01	(-6.11200528945108e-04dB,-6.77023551136620e-01°)
5.78096047405665e+01	(-6.14021555160101e-04dB,-6.78584132924077e-01°)
5.79428696426827e+01	(-6.16855601273103e-04dB,-6.80148311401509e-01°)
5.80764417521258e+01	(-6.19702727372960e-04dB,-6.81716094854441e-01°)
5.82103217770817e+01	(-6.22562993823507e-04dB,-6.83287491587459e-01°)
5.83445104273691e+01	(-6.25436461262608e-04dB,-6.84862509924256e-01°)
5.84790084144426e+01	(-6.28323190613728e-04dB,-6.86441158207667e-01°)
5.86138164513974e+01	(-6.31223243078222e-04dB,-6.88023444799726e-01°)
5.87489352529722e+01	(-6.34136680130510e-04dB,-6.89609378081697e-01°)
5.88843655355534e+01	(-6.37063563548944e-04dB,-6.91198966454127e-01°)
5.90201080171789e+01	(-6.40003955375299e-04dB,-6.92792218336886e-01°)
5.91561634175419e+01	(-6.42957917957215e-04dB,-6.94389142169214e-01°)
5.92925324579945e+01	(-6.45925513918296e-04dB,-6.95989746409761e-01°)
5.94292158615517e+01	(-6.48906806166794e-04dB,-6.97594039536637e-01°)
5.95662143528955e+01	(-6.51901857920684e-04dB,-6.99202030047452e-01°)
5.97035286583781e+01	(-6.54910732669091e-04dB,-7.00813726459361e-01°)
5.98411595060264e+01	(-6.57933494196400e-04dB,-7.02429137309113e-01°)
5.99791076255454e+01	(-6.60970206596721e-04dB,-7.04048271153093e-01°)
6.01173737483222e+01	(-6.64020934244967e-04dB,-7.05671136567365e-01°)
6.02559586074302e+01	(-6.67085741819025e-04dB,-7.07297742147720e-01°)
6.03948629376324e+01	(-6.70164694296875e-04dB,-7.08928096509719e-01°)
6.05340874753857e+01	(-6.73257856946942e-04dB,-7.10562208288742e-01°)
6.06736329588449e+01	(-6.76365295350278e-04dB,-7.12200086140030e-01°)
6.08135001278661e+01	(-6.79487075384173e-04dB,-7.13841738738729e-01°)
6.09536897240112e+01	(-6.82623263235655e-04dB,-7.15487174779942e-01°)
6.10942024905515e+01	(-6.85773925384133e-04dB,-7.17136402978766e-01°)
6.12350391724716e+01	(-6.88939128631296e-04dB,-7.18789432070347e-01°)
6.13762005164737e+01	(-6.92118940071219e-04dB,-7.20446270809918e-01°)
6.15176872709811e+01	(-6.95313427134723e-04dB,-7.22106927972849e-01°)
6.16595001861425e+01	(-6.98522657525731e-04dB,-7.23771412354694e-01°)
6.18016400138358e+01	(-7.01746699289740e-04dB,-7.25439732771233e-01°)
6.19441075076723e+01	(-7.04985620773319e-04dB,-7.27111898058522e-01°)
6.20869034230005e+01	(-7.08239490649182e-04dB,-7.28787917072940e-01°)
6.22300285169101e+01	(-7.11508377888226e-04dB,-7.30467798691231e-01°)
